(1, 2993)	[0.0, 0, 0, 0, 0]
(1, 1539)	[0.0, 0, 0, 0, 0]
(1, 1248)	[0.0, 0, 0, 0, 0]
(1, 260)	[1.0, 0, 0, 0, 0]
(1, 49)	[1.0, 0, 0, 0, 0]
(1, 3528)	[0.0, 0, 0, 0, 0]
(1, 790)	[0.0, 0, 0, 0, 0]
(1, 3256)	[0.0, 0, 0, 0, 0]
(1, 1110)	[0.0, 0, 0, 0, 0]
(1, 881)	[0.0, 0, 0, 0, 0]
(1, 1548)	[0.0, 0, 0, 0, 0]
(1, 805)	[0.0, 0, 0, 0, 0]
(1, 1355)	[0.0, 0, 0, 0, 0]
(1, 2090)	[0.0, 0, 0, 0, 0]
(1, 2827)	[0.0, 0, 0, 0, 0]
(1, 719)	[0.0, 0, 0, 0, 0]
(1, 3030)	[0.0, 0, 0, 0, 0]
(1, 40)	[1.0, 0, 0, 0, 0]
(1, 2440)	[0.0, 0, 0, 0, 0]
(1, 1363)	[0.0, 0, 0, 0, 0]
(1, 2853)	[0.0, 0, 0, 0, 0]
(1, 1251)	[0.0, 0, 0, 0, 0]
(1, 1140)	[0.0, 0, 0, 0, 0]
(1, 1366)	[0.0, 0, 0, 0, 0]
(1, 3653)	[0.0, 0, 0, 0, 0]
(1, 1390)	[0.0, 0, 0, 0, 0]
(1, 251)	[1.0, 0, 0, 0, 0]
(1, 1777)	[0.0, 0, 0, 0, 0]
(1, 1266)	[0.0, 0, 0, 0, 0]
(1, 54)	[1.0, 0, 0, 0, 0]
(1, 1497)	[0.0, 0, 0, 0, 0]
(1, 3683)	[0.0, 0, 0, 0, 0]
(1, 939)	[0.0, 0, 0, 0, 0]
(1, 3495)	[0.0, 0, 0, 0, 0]
(1, 1813)	[0.0, 0, 0, 0, 0]
(1, 1043)	[0.0, 0, 0, 0, 0]
(1, 998)	[0.0, 0, 0, 0, 0]
(1, 2329)	[0.0, 0, 0, 0, 0]
(1, 1038)	[0.0, 0, 0, 0, 0]
(1, 1128)	[0.0, 0, 0, 0, 0]
(1, 841)	[0.0, 0, 0, 0, 0]
(1, 204)	[1.0, 0, 0, 0, 0]
(1, 2026)	[0.0, 0, 0, 0, 0]
(1, 246)	[1.0, 0, 0, 0, 0]
(1, 1360)	[0.0, 0, 0, 0, 0]
(1, 1376)	[0.0, 0, 0, 0, 0]
(1, 2403)	[0.0, 0, 0, 0, 0]
(1, 523)	[1.0, 0, 0, 0, 0]
(1, 3764)	[0.0, 0, 0, 0, 0]
(1, 2247)	[0.0, 0, 0, 0, 0]
(1, 1231)	[0.0, 0, 0, 0, 0]
(1, 3413)	[0.0, 0, 0, 0, 0]
(1, 1689)	[0.0, 0, 0, 0, 0]
(1, 3483)	[0.0, 0, 0, 0, 0]
(1, 1373)	[0.0, 0, 0, 0, 0]
(1, 1815)	[0.0, 0, 0, 0, 0]
(1, 2359)	[0.0, 0, 0, 0, 0]
(1, 2884)	[0.0, 0, 0, 0, 0]
(1, 3778)	[0.0, 0, 0, 0, 0]
(1, 3136)	[0.0, 0, 0, 0, 0]
(1, 2631)	[0.0, 0, 0, 0, 0]
(1, 3760)	[0.0, 0, 0, 0, 0]
(1, 167)	[1.0, 0, 0, 0, 0]
(1, 2353)	[0.0, 0, 0, 0, 0]
(1, 665)	[0.0, 0, 0, 0, 0]
(1, 1631)	[0.0, 0, 0, 0, 0]
(1, 1312)	[0.0, 0, 0, 0, 0]
(1, 2302)	[0.0, 0, 0, 0, 0]
(1, 828)	[0.0, 0, 0, 0, 0]
(1, 3202)	[0.0, 0, 0, 0, 0]
(1, 1731)	[0.0, 0, 0, 0, 0]
(1, 775)	[0.0, 0, 0, 0, 0]
(1, 3073)	[0.0, 0, 0, 0, 0]
(1, 788)	[0.0, 0, 0, 0, 0]
(1, 744)	[0.0, 0, 0, 0, 0]
(1, 2227)	[0.0, 0, 0, 0, 0]
(1, 1265)	[0.0, 0, 0, 0, 0]
(1, 2928)	[0.0, 0, 0, 0, 0]
(1, 1259)	[0.0, 0, 0, 0, 0]
(1, 1007)	[0.0, 0, 0, 0, 0]
(1, 3786)	[0.0, 0, 0, 0, 0]
(1, 201)	[1.0, 0, 0, 0, 0]
(1, 2198)	[0.0, 0, 0, 0, 0]
(1, 3639)	[0.0, 0, 0, 0, 0]
(1, 1683)	[0.0, 0, 0, 0, 0]
(1, 656)	[0.0, 0, 0, 0, 0]
(1, 3623)	[0.0, 0, 0, 0, 0]
(1, 2903)	[0.0, 0, 0, 0, 0]
(1, 2702)	[0.0, 0, 0, 0, 0]
(1, 1626)	[0.0, 0, 0, 0, 0]
(1, 2910)	[0.0, 0, 0, 0, 0]
(1, 2847)	[0.0, 0, 0, 0, 0]
(1, 1554)	[0.0, 0, 0, 0, 0]
(1, 3098)	[0.0, 0, 0, 0, 0]
(1, 1357)	[0.0, 0, 0, 0, 0]
(1, 718)	[0.0, 0, 0, 0, 0]
(1, 3822)	[0.0, 0, 0, 0, 0]
(1, 689)	[0.0, 0, 0, 0, 0]
(1, 1604)	[0.0, 0, 0, 0, 0]
(1, 2347)	[0.0, 0, 0, 0, 0]
(1, 1915)	[0.0, 0, 0, 0, 0]
(1, 2184)	[0.0, 0, 0, 0, 0]
(1, 1362)	[0.0, 0, 0, 0, 0]
(1, 3695)	[0.0, 0, 0, 0, 0]
(1, 2180)	[0.0, 0, 0, 0, 0]
(1, 2419)	[0.0, 0, 0, 0, 0]
(1, 3134)	[0.0, 0, 0, 0, 0]
(1, 3116)	[0.0, 0, 0, 0, 0]
(1, 3574)	[0.0, 0, 0, 0, 0]
(1, 901)	[0.0, 0, 0, 0, 0]
(1, 761)	[0.0, 0, 0, 0, 0]
(1, 1767)	[0.0, 0, 0, 0, 0]
(1, 1354)	[0.0, 0, 0, 0, 0]
(1, 1727)	[0.0, 0, 0, 0, 0]
(1, 2759)	[0.0, 0, 0, 0, 0]
(1, 2767)	[0.0, 0, 0, 0, 0]
(1, 233)	[1.0, 0, 0, 0, 0]
(1, 688)	[0.0, 0, 0, 0, 0]
(1, 989)	[0.0, 0, 0, 0, 0]
(1, 1885)	[0.0, 0, 0, 0, 0]
(1, 2341)	[0.0, 0, 0, 0, 0]
(1, 791)	[0.0, 0, 0, 0, 0]
(1, 3032)	[0.0, 0, 0, 0, 0]
(1, 3223)	[0.0, 0, 0, 0, 0]
(1, 153)	[1.0, 0, 0, 0, 0]
(1, 193)	[1.0, 0, 0, 0, 0]
(1, 2688)	[0.0, 0, 0, 0, 0]
(1, 820)	[0.0, 0, 0, 0, 0]
(1, 2975)	[0.0, 0, 0, 0, 0]
(1, 855)	[0.0, 0, 0, 0, 0]
(1, 1410)	[0.0, 0, 0, 0, 0]
(1, 543)	[1.0, 0, 0, 0, 0]
(1, 1649)	[0.0, 0, 0, 0, 0]
(1, 2292)	[0.0, 0, 0, 0, 0]
(1, 2837)	[0.0, 0, 0, 0, 0]
(1, 2751)	[0.0, 0, 0, 0, 0]
(1, 1707)	[0.0, 0, 0, 0, 0]
(1, 3164)	[0.0, 0, 0, 0, 0]
(1, 1288)	[0.0, 0, 0, 0, 0]
(1, 3548)	[0.0, 0, 0, 0, 0]
(1, 685)	[0.0, 0, 0, 0, 0]
(1, 615)	[1.0, 0, 0, 0, 0]
(1, 3146)	[0.0, 0, 0, 0, 0]
(1, 759)	[0.0, 0, 0, 0, 0]
(1, 1309)	[0.0, 0, 0, 0, 0]
(1, 819)	[0.0, 0, 0, 0, 0]
(1, 1415)	[0.0, 0, 0, 0, 0]
(1, 3247)	[0.0, 0, 0, 0, 0]
(1, 1204)	[0.0, 0, 0, 0, 0]
(1, 2843)	[0.0, 0, 0, 0, 0]
(1, 1517)	[0.0, 0, 0, 0, 0]
(1, 1106)	[0.0, 0, 0, 0, 0]
(1, 2800)	[0.0, 0, 0, 0, 0]
(1, 3190)	[0.0, 0, 0, 0, 0]
(1, 1365)	[0.0, 0, 0, 0, 0]
(1, 1449)	[0.0, 0, 0, 0, 0]
(1, 2389)	[0.0, 0, 0, 0, 0]
(1, 894)	[0.0, 0, 0, 0, 0]
(1, 2468)	[0.0, 0, 0, 0, 0]
(1, 829)	[0.0, 0, 0, 0, 0]
(1, 1611)	[0.0, 0, 0, 0, 0]
(1, 768)	[0.0, 0, 0, 0, 0]
(1, 2504)	[0.0, 0, 0, 0, 0]
(1, 2209)	[0.0, 0, 0, 0, 0]
(1, 742)	[0.0, 0, 0, 0, 0]
(1, 961)	[0.0, 0, 0, 0, 0]
(1, 668)	[0.0, 0, 0, 0, 0]
(1, 1233)	[0.0, 0, 0, 0, 0]
(1, 2727)	[0.0, 0, 0, 0, 0]
(1, 1467)	[0.0, 0, 0, 0, 0]
(1, 2317)	[0.0, 0, 0, 0, 0]
(1, 1661)	[0.0, 0, 0, 0, 0]
(1, 1504)	[0.0, 0, 0, 0, 0]
(1, 221)	[1.0, 0, 0, 0, 0]
(1, 3417)	[0.0, 0, 0, 0, 0]
(1, 2785)	[0.0, 0, 0, 0, 0]
(1, 1578)	[0.0, 0, 0, 0, 0]
(1, 889)	[0.0, 0, 0, 0, 0]
(1, 3661)	[0.0, 0, 0, 0, 0]
(1, 1062)	[0.0, 0, 0, 0, 0]
(1, 3475)	[0.0, 0, 0, 0, 0]
(1, 2580)	[0.0, 0, 0, 0, 0]
(1, 142)	[1.0, 0, 0, 0, 0]
(1, 249)	[1.0, 0, 0, 0, 0]
(1, 3329)	[0.0, 0, 0, 0, 0]
(1, 2323)	[0.0, 0, 0, 0, 0]
(1, 786)	[0.0, 0, 0, 0, 0]
(1, 2141)	[0.0, 0, 0, 0, 0]
(1, 1407)	[0.0, 0, 0, 0, 0]
(1, 2584)	[0.0, 0, 0, 0, 0]
(1, 1466)	[0.0, 0, 0, 0, 0]
(1, 1465)	[0.0, 0, 0, 0, 0]
(1, 1272)	[0.0, 0, 0, 0, 0]
(1, 16)	[1.0, 0, 0, 0, 0]
(1, 14)	[1.0, 0, 0, 0, 0]
(1, 2696)	[0.0, 0, 0, 0, 0]
(1, 3510)	[0.0, 0, 0, 0, 0]
(1, 813)	[0.0, 0, 0, 0, 0]
(1, 1119)	[0.0, 0, 0, 0, 0]
(1, 1457)	[0.0, 0, 0, 0, 0]
(1, 3723)	[0.0, 0, 0, 0, 0]
(1, 3663)	[0.0, 0, 0, 0, 0]
(1, 1999)	[0.0, 0, 0, 0, 0]
(1, 1911)	[0.0, 0, 0, 0, 0]
(1, 2518)	[0.0, 0, 0, 0, 0]
(1, 1791)	[0.0, 0, 0, 0, 0]
(1, 2288)	[0.0, 0, 0, 0, 0]
(1, 524)	[1.0, 0, 0, 0, 0]
(1, 3249)	[0.0, 0, 0, 0, 0]
(1, 1201)	[0.0, 0, 0, 0, 0]
(1, 1650)	[0.0, 0, 0, 0, 0]
(1, 2551)	[0.0, 0, 0, 0, 0]
(1, 2938)	[0.0, 0, 0, 0, 0]
(1, 1151)	[0.0, 0, 0, 0, 0]
(1, 2446)	[0.0, 0, 0, 0, 0]
(1, 1005)	[0.0, 0, 0, 0, 0]
(1, 1084)	[0.0, 0, 0, 0, 0]
(1, 2405)	[0.0, 0, 0, 0, 0]
(1, 1519)	[0.0, 0, 0, 0, 0]
(1, 1325)	[0.0, 0, 0, 0, 0]
(1, 1997)	[0.0, 0, 0, 0, 0]
(1, 3000)	[0.0, 0, 0, 0, 0]
(1, 1837)	[0.0, 0, 0, 0, 0]
(1, 1008)	[0.0, 0, 0, 0, 0]
(1, 1214)	[0.0, 0, 0, 0, 0]
(1, 1169)	[0.0, 0, 0, 0, 0]
(1, 317)	[1.0, 0, 0, 0, 0]
(1, 2022)	[0.0, 0, 0, 0, 0]
(1, 1283)	[0.0, 0, 0, 0, 0]
(1, 1100)	[0.0, 0, 0, 0, 0]
(1, 3154)	[0.0, 0, 0, 0, 0]
(1, 1536)	[0.0, 0, 0, 0, 0]
(1, 918)	[0.0, 0, 0, 0, 0]
(1, 1641)	[0.0, 0, 0, 0, 0]
(1, 257)	[1.0, 0, 0, 0, 0]
(1, 769)	[0.0, 0, 0, 0, 0]
(1, 3227)	[0.0, 0, 0, 0, 0]
(1, 1809)	[0.0, 0, 0, 0, 0]
(1, 1743)	[0.0, 0, 0, 0, 0]
(1, 3730)	[0.0, 0, 0, 0, 0]
(1, 3206)	[0.0, 0, 0, 0, 0]
(1, 766)	[0.0, 0, 0, 0, 0]
(1, 1293)	[0.0, 0, 0, 0, 0]
(1, 3766)	[0.0, 0, 0, 0, 0]
(1, 3188)	[0.0, 0, 0, 0, 0]
(1, 1144)	[0.0, 0, 0, 0, 0]
(1, 1289)	[0.0, 0, 0, 0, 0]
(1, 1333)	[0.0, 0, 0, 0, 0]
(1, 519)	[1.0, 0, 0, 0, 0]
(1, 3434)	[0.0, 0, 0, 0, 0]
(1, 57)	[1.0, 0, 0, 0, 0]
(1, 1377)	[0.0, 0, 0, 0, 0]
(1, 848)	[0.0, 0, 0, 0, 0]
(1, 192)	[1.0, 0, 0, 0, 0]
(1, 1524)	[0.0, 0, 0, 0, 0]
(1, 2460)	[0.0, 0, 0, 0, 0]
(1, 1532)	[0.0, 0, 0, 0, 0]
(1, 2042)	[0.0, 0, 0, 0, 0]
(1, 2796)	[0.0, 0, 0, 0, 0]
(1, 3200)	[0.0, 0, 0, 0, 0]
(1, 1205)	[0.0, 0, 0, 0, 0]
(1, 940)	[0.0, 0, 0, 0, 0]
(1, 2967)	[0.0, 0, 0, 0, 0]
(1, 2206)	[0.0, 0, 0, 0, 0]
(1, 1684)	[0.0, 0, 0, 0, 0]
(1, 2524)	[0.0, 0, 0, 0, 0]
(1, 3396)	[0.0, 0, 0, 0, 0]
(1, 2991)	[0.0, 0, 0, 0, 0]
(1, 3296)	[0.0, 0, 0, 0, 0]
(1, 1450)	[0.0, 0, 0, 0, 0]
(1, 3750)	[0.0, 0, 0, 0, 0]
(1, 3252)	[0.0, 0, 0, 0, 0]
(1, 1547)	[0.0, 0, 0, 0, 0]
(1, 1498)	[0.0, 0, 0, 0, 0]
(1, 1305)	[0.0, 0, 0, 0, 0]
(1, 1306)	[0.0, 0, 0, 0, 0]
(1, 1371)	[0.0, 0, 0, 0, 0]
(1, 1793)	[0.0, 0, 0, 0, 0]
(1, 2282)	[0.0, 0, 0, 0, 0]
(1, 123)	[1.0, 0, 0, 0, 0]
(1, 2936)	[0.0, 0, 0, 0, 0]
(1, 3493)	[0.0, 0, 0, 0, 0]
(1, 1117)	[0.0, 0, 0, 0, 0]
(1, 897)	[0.0, 0, 0, 0, 0]
(1, 781)	[0.0, 0, 0, 0, 0]
(1, 1067)	[0.0, 0, 0, 0, 0]
(1, 3514)	[0.0, 0, 0, 0, 0]
(1, 1666)	[0.0, 0, 0, 0, 0]
(1, 2174)	[0.0, 0, 0, 0, 0]
(1, 633)	[0.0, 0, 0, 0, 0]
(1, 1172)	[0.0, 0, 0, 0, 0]
(1, 1829)	[0.0, 0, 0, 0, 0]
(1, 3044)	[0.0, 0, 0, 0, 0]
(1, 2006)	[0.0, 0, 0, 0, 0]
(1, 2337)	[0.0, 0, 0, 0, 0]
(1, 3581)	[0.0, 0, 0, 0, 0]
(1, 661)	[0.0, 0, 0, 0, 0]
(1, 785)	[0.0, 0, 0, 0, 0]
(1, 3212)	[0.0, 0, 0, 0, 0]
(1, 2629)	[0.0, 0, 0, 0, 0]
(1, 258)	[1.0, 0, 0, 0, 0]
(1, 3283)	[0.0, 0, 0, 0, 0]
(1, 936)	[0.0, 0, 0, 0, 0]
(1, 778)	[0.0, 0, 0, 0, 0]
(1, 943)	[0.0, 0, 0, 0, 0]
(1, 3679)	[0.0, 0, 0, 0, 0]
(1, 3088)	[0.0, 0, 0, 0, 0]
(1, 1943)	[0.0, 0, 0, 0, 0]
(1, 799)	[0.0, 0, 0, 0, 0]
(1, 2922)	[0.0, 0, 0, 0, 0]
(1, 2811)	[0.0, 0, 0, 0, 0]
(1, 2753)	[0.0, 0, 0, 0, 0]
(1, 2914)	[0.0, 0, 0, 0, 0]
(1, 3544)	[0.0, 0, 0, 0, 0]
(1, 2304)	[0.0, 0, 0, 0, 0]
(1, 1713)	[0.0, 0, 0, 0, 0]
(1, 1097)	[0.0, 0, 0, 0, 0]
(1, 2547)	[0.0, 0, 0, 0, 0]
(1, 2101)	[0.0, 0, 0, 0, 0]
(1, 64)	[1.0, 0, 0, 0, 0]
(1, 2030)	[0.0, 0, 0, 0, 0]
(1, 1989)	[0.0, 0, 0, 0, 0]
(1, 1001)	[0.0, 0, 0, 0, 0]
(1, 2686)	[0.0, 0, 0, 0, 0]
(1, 1349)	[0.0, 0, 0, 0, 0]
(1, 2908)	[0.0, 0, 0, 0, 0]
(1, 3773)	[0.0, 0, 0, 0, 0]
(1, 2339)	[0.0, 0, 0, 0, 0]
(1, 1194)	[0.0, 0, 0, 0, 0]
(1, 3806)	[0.0, 0, 0, 0, 0]
(1, 1191)	[0.0, 0, 0, 0, 0]
(1, 957)	[0.0, 0, 0, 0, 0]
(1, 3438)	[0.0, 0, 0, 0, 0]
(1, 2482)	[0.0, 0, 0, 0, 0]
(1, 1516)	[0.0, 0, 0, 0, 0]
(1, 2611)	[0.0, 0, 0, 0, 0]
(1, 741)	[0.0, 0, 0, 0, 0]
(1, 3400)	[0.0, 0, 0, 0, 0]
(1, 230)	[1.0, 0, 0, 0, 0]
(1, 1857)	[0.0, 0, 0, 0, 0]
(1, 23)	[1.0, 0, 0, 0, 0]
(1, 2512)	[0.0, 0, 0, 0, 0]
(1, 2115)	[0.0, 0, 0, 0, 0]
(1, 3604)	[0.0, 0, 0, 0, 0]
(1, 2737)	[0.0, 0, 0, 0, 0]
(1, 2763)	[0.0, 0, 0, 0, 0]
(1, 1648)	[0.0, 0, 0, 0, 0]
(1, 1817)	[0.0, 0, 0, 0, 0]
(1, 725)	[0.0, 0, 0, 0, 0]
(1, 141)	[1.0, 0, 0, 0, 0]
(1, 1282)	[0.0, 0, 0, 0, 0]
(1, 224)	[1.0, 0, 0, 0, 0]
(1, 1260)	[0.0, 0, 0, 0, 0]
(1, 997)	[0.0, 0, 0, 0, 0]
(1, 1509)	[0.0, 0, 0, 0, 0]
(1, 1156)	[0.0, 0, 0, 0, 0]
(1, 1187)	[0.0, 0, 0, 0, 0]
(1, 2040)	[0.0, 0, 0, 0, 0]
(1, 2916)	[0.0, 0, 0, 0, 0]
(1, 1348)	[0.0, 0, 0, 0, 0]
(1, 1463)	[0.0, 0, 0, 0, 0]
(1, 767)	[0.0, 0, 0, 0, 0]
(1, 2582)	[0.0, 0, 0, 0, 0]
(1, 2787)	[0.0, 0, 0, 0, 0]
(1, 923)	[0.0, 0, 0, 0, 0]
(1, 2249)	[0.0, 0, 0, 0, 0]
(1, 59)	[1.0, 0, 0, 0, 0]
(1, 905)	[0.0, 0, 0, 0, 0]
(1, 2239)	[0.0, 0, 0, 0, 0]
(1, 3148)	[0.0, 0, 0, 0, 0]
(1, 985)	[0.0, 0, 0, 0, 0]
(1, 2355)	[0.0, 0, 0, 0, 0]
(1, 2003)	[0.0, 0, 0, 0, 0]
(1, 1526)	[0.0, 0, 0, 0, 0]
(1, 3382)	[0.0, 0, 0, 0, 0]
(1, 3748)	[0.0, 0, 0, 0, 0]
(1, 1588)	[0.0, 0, 0, 0, 0]
(1, 2613)	[0.0, 0, 0, 0, 0]
(1, 2619)	[0.0, 0, 0, 0, 0]
(1, 839)	[0.0, 0, 0, 0, 0]
(1, 2192)	[0.0, 0, 0, 0, 0]
(1, 1075)	[0.0, 0, 0, 0, 0]
(1, 1073)	[0.0, 0, 0, 0, 0]
(1, 3783)	[0.0, 0, 0, 0, 0]
(1, 3022)	[0.0, 0, 0, 0, 0]
(1, 2825)	[0.0, 0, 0, 0, 0]
(1, 1781)	[0.0, 0, 0, 0, 0]
(1, 1503)	[0.0, 0, 0, 0, 0]
(1, 3080)	[0.0, 0, 0, 0, 0]
(1, 980)	[0.0, 0, 0, 0, 0]
(1, 2151)	[0.0, 0, 0, 0, 0]
(1, 1399)	[0.0, 0, 0, 0, 0]
(1, 1120)	[0.0, 0, 0, 0, 0]
(1, 1109)	[0.0, 0, 0, 0, 0]
(1, 1625)	[0.0, 0, 0, 0, 0]
(1, 666)	[0.0, 0, 0, 0, 0]
(1, 1352)	[0.0, 0, 0, 0, 0]
(1, 3746)	[0.0, 0, 0, 0, 0]
(1, 173)	[1.0, 0, 0, 0, 0]
(1, 632)	[0.0, 0, 0, 0, 0]
(1, 1550)	[0.0, 0, 0, 0, 0]
(1, 3567)	[0.0, 0, 0, 0, 0]
(1, 3345)	[0.0, 0, 0, 0, 0]
(1, 2663)	[0.0, 0, 0, 0, 0]
(1, 1335)	[0.0, 0, 0, 0, 0]
(1, 986)	[0.0, 0, 0, 0, 0]
(1, 3445)	[0.0, 0, 0, 0, 0]
(1, 3826)	[0.0, 0, 0, 0, 0]
(1, 1565)	[0.0, 0, 0, 0, 0]
(1, 736)	[0.0, 0, 0, 0, 0]
(1, 3790)	[0.0, 0, 0, 0, 0]
(1, 3384)	[0.0, 0, 0, 0, 0]
(1, 691)	[0.0, 0, 0, 0, 0]
(1, 3333)	[0.0, 0, 0, 0, 0]
(1, 2172)	[0.0, 0, 0, 0, 0]
(1, 3354)	[0.0, 0, 0, 0, 0]
(1, 2700)	[0.0, 0, 0, 0, 0]
(1, 3586)	[0.0, 0, 0, 0, 0]
(1, 1212)	[0.0, 0, 0, 0, 0]
(1, 3792)	[0.0, 0, 0, 0, 0]
(1, 2733)	[0.0, 0, 0, 0, 0]
(1, 2103)	[0.0, 0, 0, 0, 0]
(1, 2143)	[0.0, 0, 0, 0, 0]
(1, 982)	[0.0, 0, 0, 0, 0]
(1, 3192)	[0.0, 0, 0, 0, 0]
(1, 1474)	[0.0, 0, 0, 0, 0]
(1, 1247)	[0.0, 0, 0, 0, 0]
(1, 2072)	[0.0, 0, 0, 0, 0]
(1, 2537)	[0.0, 0, 0, 0, 0]
(1, 3016)	[0.0, 0, 0, 0, 0]
(1, 2265)	[0.0, 0, 0, 0, 0]
(1, 2046)	[0.0, 0, 0, 0, 0]
(1, 3268)	[0.0, 0, 0, 0, 0]
(1, 520)	[1.0, 0, 0, 0, 0]
(1, 821)	[0.0, 0, 0, 0, 0]
(1, 2178)	[0.0, 0, 0, 0, 0]
(1, 1913)	[0.0, 0, 0, 0, 0]
(1, 849)	[0.0, 0, 0, 0, 0]
(1, 3415)	[0.0, 0, 0, 0, 0]
(1, 2204)	[0.0, 0, 0, 0, 0]
(1, 2377)	[0.0, 0, 0, 0, 0]
(1, 860)	[0.0, 0, 0, 0, 0]
(1, 2361)	[0.0, 0, 0, 0, 0]
(1, 2817)	[0.0, 0, 0, 0, 0]
(1, 2743)	[0.0, 0, 0, 0, 0]
(1, 2117)	[0.0, 0, 0, 0, 0]
(1, 1242)	[0.0, 0, 0, 0, 0]
(1, 3675)	[0.0, 0, 0, 0, 0]
(1, 1092)	[0.0, 0, 0, 0, 0]
(1, 1795)	[0.0, 0, 0, 0, 0]
(1, 3419)	[0.0, 0, 0, 0, 0]
(1, 2665)	[0.0, 0, 0, 0, 0]
(1, 3349)	[0.0, 0, 0, 0, 0]
(1, 2375)	[0.0, 0, 0, 0, 0]
(1, 1190)	[0.0, 0, 0, 0, 0]
(1, 2321)	[0.0, 0, 0, 0, 0]
(1, 2001)	[0.0, 0, 0, 0, 0]
(1, 2147)	[0.0, 0, 0, 0, 0]
(1, 3715)	[0.0, 0, 0, 0, 0]
(1, 3443)	[0.0, 0, 0, 0, 0]
(1, 1145)	[0.0, 0, 0, 0, 0]
(1, 3059)	[0.0, 0, 0, 0, 0]
(1, 3160)	[0.0, 0, 0, 0, 0]
(1, 1959)	[0.0, 0, 0, 0, 0]
(1, 2890)	[0.0, 0, 0, 0, 0]
(1, 888)	[0.0, 0, 0, 0, 0]
(1, 3781)	[0.0, 0, 0, 0, 0]
(1, 87)	[1.0, 0, 0, 0, 0]
