epoch:1   loss:0.24592662413357982
epoch:2   loss:0.2086957922815317
epoch:3   loss:0.17832966181859572
epoch:4   loss:0.14513034726756258
epoch:5   loss:0.10569393702717092
epoch:6   loss:0.05921539101801601
epoch:7   loss:0.03557477039423691
epoch:8   loss:0.01790691727369133
epoch:9   loss:0.01215870042884698
epoch:10   loss:0.011729199391623214
epoch:11   loss:8.38824702820694e-05
epoch:12   loss:5.986240834793143e-06
epoch:13   loss:1.8014242478001406e-06
epoch:14   loss:6.300831337884776e-07
epoch:15   loss:2.283226761790047e-07
epoch:16   loss:8.265226081821058e-08
epoch:17   loss:2.9504361359992497e-08
epoch:18   loss:1.0596390112027621e-08
epoch:19   loss:3.5762799655003617e-09
epoch:20   loss:1.324547874838168e-09
